target_id,page_url,status,error_message,lighthouse_performance_score,lighthouse_first_contentful_paint_ms,lighthouse_largest_contentful_paint_ms,lighthouse_speed_index_ms,severity,rule_id,description,help_url,impacted_criteria,selector,html_snippet,failure_summary,suspicious_alt_value,suspicious_alt_html
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""BusinessYear""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize BusinessYear column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize BusinessYear column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""StateCode""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize StateCode column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize StateCode column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""IssuerId""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize IssuerId column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize IssuerId column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""SourceName""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize SourceName column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize SourceName column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""ImportDate""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize ImportDate column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize ImportDate column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""ServiceAreaId""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize ServiceAreaId column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize ServiceAreaId column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""ServiceAreaName""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize ServiceAreaName column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize ServiceAreaName column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""CoverEntireState""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize CoverEntireState column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize CoverEntireState column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""County""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize County column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize County column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-healthcare-gov,https://data.healthcare.gov/dataset/cqrd-buzn,COMPLETED,,55,14103,15967,14103,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""PartialCounty""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize PartialCounty column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize PartialCounty column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
